index,sentences,sentences_labels,Subject,Object,relations,labels,filename,relations_id,cleaned_text,Combinations
0,"[E1]﻿Google Headquarter[/E1] is located at Mountain View in [E2]California, USA.[/E2]","[ORG]﻿Google Headquarter[/ORG] is located at Mountain View in [GPE]California, USA.[/GPE]",﻿Google Headquarter,"California, USA.",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]﻿Google Headquarter[/E1] is located at Mountain View in [E2]California, USA [/E2].","[E1]﻿Google Headquarter[/E1] is located at Mountain View in [E2]California, USA [/E2]."
0,"[E1]﻿Google Headquarter[/E1] is located at Mountain View in [E2]California, USA.[/E2]","[ORG]﻿Google Headquarter[/ORG] is located at Mountain View in [GPE]California, USA.[/GPE]",﻿Google Headquarter,"California, USA.",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]﻿Google Headquarter[/E1] is located at Mountain View in [E2]California, USA [/E2].","[E2]California, USA [/E2] located [E1]﻿Google Headquarter[/E1]."
1,"[E1]Google's[/E1] new office campus at [E2]Financial District, Hyderabad[/E2] has opened.","[ORG]Google's[/ORG] new office campus at [GPE]Financial District, Hyderabad[/GPE] has opened.",Google's,"Financial District, Hyderabad",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Google's[/E1] new office campus at [E2]Financial District, Hyderabad[/E2] has opened.","[E1]Google's[/E1] new office campus at [E2]Financial District, Hyderabad[/E2] has opened."
1,"[E1]Google's[/E1] new office campus at [E2]Financial District, Hyderabad[/E2] has opened.","[ORG]Google's[/ORG] new office campus at [GPE]Financial District, Hyderabad[/GPE] has opened.",Google's,"Financial District, Hyderabad",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Google's[/E1] new office campus at [E2]Financial District, Hyderabad[/E2] has opened.","[E2]Financial District, Hyderabad[/E2] located [E1]Google's[/E1] has opened."
2,"[E1]Equity bank[/E1] head office branch is located at [E2]Church House, downtown[/E2].","[ORG]Equity bank[/ORG] head office branch is located at [GPE]Church House, downtown[/GPE].",Equity bank,"Church House, downtown",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Equity bank[/E1] head office branch is located at [E2]Church House, downtown[/E2].","[E1]Equity bank[/E1] head office branch is located at [E2]Church House, downtown[/E2]."
2,"[E1]Equity bank[/E1] head office branch is located at [E2]Church House, downtown[/E2].","[ORG]Equity bank[/ORG] head office branch is located at [GPE]Church House, downtown[/GPE].",Equity bank,"Church House, downtown",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Equity bank[/E1] head office branch is located at [E2]Church House, downtown[/E2].","[E2]Church House, downtown[/E2] located [E1]Equity bank[/E1]."
3,"[E1]Immigration Office[/E1] opens a new passport office in [E2]Offa, Kwara State[/E2].","[ORG]Immigration Office[/ORG] opens a new passport office in [GPE]Offa, Kwara State[/GPE].",Immigration Office,"Offa, Kwara State",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Immigration Office[/E1] opens a new passport office in [E2]Offa, Kwara State[/E2].","[E1]Immigration Office[/E1] opens a new passport office in [E2]Offa, Kwara State[/E2]."
3,"[E1]Immigration Office[/E1] opens a new passport office in [E2]Offa, Kwara State[/E2].","[ORG]Immigration Office[/ORG] opens a new passport office in [GPE]Offa, Kwara State[/GPE].",Immigration Office,"Offa, Kwara State",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Immigration Office[/E1] opens a new passport office in [E2]Offa, Kwara State[/E2].","[E2]Offa, Kwara State[/E2] located [E1]Immigration Office[/E1]."
4,[E1]ITC [/E1]leased office located at the dingy [E2]Radha Bazar lane in Central Calcutta[/E2].,[ORG]ITC [/ORG]leased office located at the dingy [GPE]Radha Bazar lane in Central Calcutta[/GPE].,ITC ,Radha Bazar lane in Central Calcutta,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]ITC [/E1]leased office located at the dingy [E2]Radha Bazar lane in Central Calcutta[/E2].,[E1]ITC [/E1]leased office located at the dingy [E2]Radha Bazar lane in Central Calcutta[/E2].
4,[E1]ITC [/E1]leased office located at the dingy [E2]Radha Bazar lane in Central Calcutta[/E2].,[ORG]ITC [/ORG]leased office located at the dingy [GPE]Radha Bazar lane in Central Calcutta[/GPE].,ITC ,Radha Bazar lane in Central Calcutta,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]ITC [/E1]leased office located at the dingy [E2]Radha Bazar lane in Central Calcutta[/E2].,[E2]Radha Bazar lane in Central Calcutta[/E2] located [E1]ITC [/E1].
5,[E1]Harney's[/E1] are pleased to announce that we have a new additional office in [E2]London[/E2].,[ORG]Harney's[/ORG] are pleased to announce that we have a new additional office in [GPE]London[/GPE].,Harney's,London,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Harney's[/E1] are pleased to announce that we have a new additional office in [E2]London[/E2].,[E1]Harney's[/E1] are pleased to announce that we have a new additional office in [E2]London[/E2].
5,[E1]Harney's[/E1] are pleased to announce that we have a new additional office in [E2]London[/E2].,[ORG]Harney's[/ORG] are pleased to announce that we have a new additional office in [GPE]London[/GPE].,Harney's,London,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Harney's[/E1] are pleased to announce that we have a new additional office in [E2]London[/E2].,[E2]London[/E2] located [E1]Harney's[/E1].
6,[E1]Remus Uomo[/E1] at [E2]AFJ’s Harlem[/E2] location are selling suits on a Sale.,[ORG]Remus Uomo[/ORG] at [GPE]AFJ’s Harlem[/GPE] location are selling suits on a Sale.,Remus Uomo,AFJ’s Harlem,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Remus Uomo[/E1] at [E2]AFJ’s Harlem[/E2] location are selling suits on a Sale.,[E1]Remus Uomo[/E1] at [E2]AFJ’s Harlem[/E2] location are selling suits on a Sale.
6,[E1]Remus Uomo[/E1] at [E2]AFJ’s Harlem[/E2] location are selling suits on a Sale.,[ORG]Remus Uomo[/ORG] at [GPE]AFJ’s Harlem[/GPE] location are selling suits on a Sale.,Remus Uomo,AFJ’s Harlem,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Remus Uomo[/E1] at [E2]AFJ’s Harlem[/E2] location are selling suits on a Sale.,[E2]AFJ’s Harlem[/E2] located [E1]Remus Uomo[/E1] location are selling suits on a Sale.
7,The [E1]EFC[/E1] is hiring a part-time position to work at[E2] Huntingdale Blvd[/E2].,The [ORG]EFC[/ORG] is hiring a part-time position to work at[GPE] Huntingdale Blvd[/GPE].,EFC, Huntingdale Blvd,locatedAt,"['ORG', 'GPE']",Admin.txt,1,The [E1]EFC[/E1] is hiring a part-time position to work at[E2] Huntingdale Blvd[/E2].,The [E1]EFC[/E1] is hiring a part-time position to work at[E2] Huntingdale Blvd[/E2].
7,The [E1]EFC[/E1] is hiring a part-time position to work at[E2] Huntingdale Blvd[/E2].,The [ORG]EFC[/ORG] is hiring a part-time position to work at[GPE] Huntingdale Blvd[/GPE].,EFC, Huntingdale Blvd,locatedAt,"['ORG', 'GPE']",Admin.txt,1,The [E1]EFC[/E1] is hiring a part-time position to work at[E2] Huntingdale Blvd[/E2].,The [E2] Huntingdale Blvd[/E2] located [E1]EFC[/E1].
8,[E1]Valley View dental[/E1] is conveniently located at [E2]Grant Street[/E2].,[ORG]Valley View dental[/ORG] is conveniently located at [GPE]Grant Street[/GPE].,Valley View dental,Grant Street,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Valley View dental[/E1] is conveniently located at [E2]Grant Street[/E2].,[E1]Valley View dental[/E1] is conveniently located at [E2]Grant Street[/E2].
8,[E1]Valley View dental[/E1] is conveniently located at [E2]Grant Street[/E2].,[ORG]Valley View dental[/ORG] is conveniently located at [GPE]Grant Street[/GPE].,Valley View dental,Grant Street,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Valley View dental[/E1] is conveniently located at [E2]Grant Street[/E2].,[E2]Grant Street[/E2] located [E1]Valley View dental[/E1].
9,[E1]APA office[/E1] is located at a PO box in downtown [E2]Calgary[/E2].,[ORG]APA office[/ORG] is located at a PO box in downtown [GPE]Calgary[/GPE].,APA office,Calgary,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]APA office[/E1] is located at a PO box in downtown [E2]Calgary[/E2].,[E1]APA office[/E1] is located at a PO box in downtown [E2]Calgary[/E2].
9,[E1]APA office[/E1] is located at a PO box in downtown [E2]Calgary[/E2].,[ORG]APA office[/ORG] is located at a PO box in downtown [GPE]Calgary[/GPE].,APA office,Calgary,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]APA office[/E1] is located at a PO box in downtown [E2]Calgary[/E2].,[E2]Calgary[/E2] located [E1]APA office[/E1].
10,[E1]RTA[/E1] staff will be at the Will County board meeting located at the [E2]Will County[/E2] Board Office.,[ORG]RTA[/ORG] staff will be at the Will County board meeting located at the [GPE]Will County[/GPE] Board Office.,RTA,Will County,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]RTA[/E1] staff will be at the Will County board meeting located at the [E2]Will County[/E2] Board Office.,[E1]RTA[/E1] staff will be at the Will County board meeting located at the [E2]Will County[/E2] Board Office.
10,[E1]RTA[/E1] staff will be at the Will County board meeting located at the [E2]Will County[/E2] Board Office.,[ORG]RTA[/ORG] staff will be at the Will County board meeting located at the [GPE]Will County[/GPE] Board Office.,RTA,Will County,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]RTA[/E1] staff will be at the Will County board meeting located at the [E2]Will County[/E2] Board Office.,[E2]Will County[/E2] located [E1]RTA[/E1] Board Office.
11,[E1]Punch[/E1] head office and printing is located at[E2] Ogun state[/E2] not Loagos.,[ORG]Punch[/ORG] head office and printing is located at[GPE] Ogun state[/GPE] not Loagos.,Punch, Ogun state,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Punch[/E1] head office and printing is located at[E2] Ogun state[/E2] not Loagos.,[E1]Punch[/E1] head office and printing is located at[E2] Ogun state[/E2] not Loagos.
11,[E1]Punch[/E1] head office and printing is located at[E2] Ogun state[/E2] not Loagos.,[ORG]Punch[/ORG] head office and printing is located at[GPE] Ogun state[/GPE] not Loagos.,Punch, Ogun state,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Punch[/E1] head office and printing is located at[E2] Ogun state[/E2] not Loagos.,[E2] Ogun state[/E2] located [E1]Punch[/E1] not Loagos.
12,Trump declared the[E1] consular office[/E1] located in [E2]Jerusalem[/E2] is the American embassy in Israel.,Trump declared the[ORG] consular office[/ORG] located in [GPE]Jerusalem[/GPE] is the American embassy in Israel., consular office,Jerusalem,locatedAt,"['ORG', 'GPE']",Admin.txt,1,Trump declared the[E1] consular office[/E1] located in [E2]Jerusalem[/E2] is the American embassy in Israel.,Trump declared the[E1] consular office[/E1] located in [E2]Jerusalem[/E2] is the American embassy in Israel.
12,Trump declared the[E1] consular office[/E1] located in [E2]Jerusalem[/E2] is the American embassy in Israel.,Trump declared the[ORG] consular office[/ORG] located in [GPE]Jerusalem[/GPE] is the American embassy in Israel., consular office,Jerusalem,locatedAt,"['ORG', 'GPE']",Admin.txt,1,Trump declared the[E1] consular office[/E1] located in [E2]Jerusalem[/E2] is the American embassy in Israel.,Trump declared the[E2]Jerusalem[/E2] located [E1] consular office[/E1] is the American embassy in Israel.
13,"[E1]Beaumont office[/E1] is located at [E2]3650 Laurel Avenue, Beaumont[/E2].","[ORG]Beaumont office[/ORG] is located at [GPE]3650 Laurel Avenue, Beaumont[/GPE].",Beaumont office,"3650 Laurel Avenue, Beaumont",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Beaumont office[/E1] is located at [E2]3650 Laurel Avenue, Beaumont[/E2].","[E1]Beaumont office[/E1] is located at [E2]3650 Laurel Avenue, Beaumont[/E2]."
13,"[E1]Beaumont office[/E1] is located at [E2]3650 Laurel Avenue, Beaumont[/E2].","[ORG]Beaumont office[/ORG] is located at [GPE]3650 Laurel Avenue, Beaumont[/GPE].",Beaumont office,"3650 Laurel Avenue, Beaumont",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Beaumont office[/E1] is located at [E2]3650 Laurel Avenue, Beaumont[/E2].","[E2]3650 Laurel Avenue, Beaumont[/E2] located [E1]Beaumont office[/E1]."
14,"[E1]Port Arthur office[/E1] is located at [E2]100, Port Arthur, Texas[/E2].","[ORG]Port Arthur office[/ORG] is located at [GPE]100, Port Arthur, Texas[/GPE].",Port Arthur office,"100, Port Arthur, Texas",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Port Arthur office[/E1] is located at [E2]100, Port Arthur, Texas[/E2].","[E1]Port Arthur office[/E1] is located at [E2]100, Port Arthur, Texas[/E2]."
14,"[E1]Port Arthur office[/E1] is located at [E2]100, Port Arthur, Texas[/E2].","[ORG]Port Arthur office[/ORG] is located at [GPE]100, Port Arthur, Texas[/GPE].",Port Arthur office,"100, Port Arthur, Texas",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Port Arthur office[/E1] is located at [E2]100, Port Arthur, Texas[/E2].","[E2]100, Port Arthur, Texas[/E2] located [E1]Port Arthur office[/E1]."
15,[E1]Pittsburgh Post Office[/E1] designed in the Beaux-Arts architectural style located at the corner of [E2]Fourth Avenue[/E2].,[ORG]Pittsburgh Post Office[/ORG] designed in the Beaux-Arts architectural style located at the corner of [GPE]Fourth Avenue[/GPE].,Pittsburgh Post Office,Fourth Avenue,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Pittsburgh Post Office[/E1] designed in the Beaux-Arts architectural style located at the corner of [E2]Fourth Avenue[/E2].,[E1]Pittsburgh Post Office[/E1] designed in the Beaux-Arts architectural style located at the corner of [E2]Fourth Avenue[/E2].
15,[E1]Pittsburgh Post Office[/E1] designed in the Beaux-Arts architectural style located at the corner of [E2]Fourth Avenue[/E2].,[ORG]Pittsburgh Post Office[/ORG] designed in the Beaux-Arts architectural style located at the corner of [GPE]Fourth Avenue[/GPE].,Pittsburgh Post Office,Fourth Avenue,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Pittsburgh Post Office[/E1] designed in the Beaux-Arts architectural style located at the corner of [E2]Fourth Avenue[/E2].,[E2]Fourth Avenue[/E2] located [E1]Pittsburgh Post Office[/E1].
16,Newly Constructed [E1]McDonalds[/E1] located in [E2]Beverly Hills[/E2] post office.,Newly Constructed [ORG]McDonalds[/ORG] located in [GPE]Beverly Hills[/GPE] post office.,McDonalds,Beverly Hills,locatedAt,"['ORG', 'GPE']",Admin.txt,1,Newly Constructed [E1]McDonalds[/E1] located in [E2]Beverly Hills[/E2] post office.,Newly Constructed [E1]McDonalds[/E1] located in [E2]Beverly Hills[/E2] post office.
16,Newly Constructed [E1]McDonalds[/E1] located in [E2]Beverly Hills[/E2] post office.,Newly Constructed [ORG]McDonalds[/ORG] located in [GPE]Beverly Hills[/GPE] post office.,McDonalds,Beverly Hills,locatedAt,"['ORG', 'GPE']",Admin.txt,1,Newly Constructed [E1]McDonalds[/E1] located in [E2]Beverly Hills[/E2] post office.,Newly Constructed [E2]Beverly Hills[/E2] located [E1]McDonalds[/E1] post office.
17,"[E1]Tamares Group[/E1] has signed a loan extension at[E2] Plaza America[/E2], located in the heart of the Dulles Corridor.","[ORG]Tamares Group[/ORG] has signed a loan extension at[GPE] Plaza America[/GPE], located in the heart of the Dulles Corridor.",Tamares Group, Plaza America,locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Tamares Group[/E1] has signed a loan extension at[E2] Plaza America[/E2], located in the heart of the Dulles Corridor.","[E1]Tamares Group[/E1] has signed a loan extension at[E2] Plaza America[/E2], located in the heart of the Dulles Corridor."
17,"[E1]Tamares Group[/E1] has signed a loan extension at[E2] Plaza America[/E2], located in the heart of the Dulles Corridor.","[ORG]Tamares Group[/ORG] has signed a loan extension at[GPE] Plaza America[/GPE], located in the heart of the Dulles Corridor.",Tamares Group, Plaza America,locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Tamares Group[/E1] has signed a loan extension at[E2] Plaza America[/E2], located in the heart of the Dulles Corridor.","[E2] Plaza America[/E2] located [E1]Tamares Group[/E1], located in the heart of the Dulles Corridor."
18,[E1]Salesforce[/E1] Tower opens at [E2]Chicago’s Wolf Point[/E2].,[ORG]Salesforce[/ORG] Tower opens at [GPE]Chicago’s Wolf Point[/GPE].,Salesforce,Chicago’s Wolf Point,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Salesforce[/E1] Tower opens at [E2]Chicago’s Wolf Point[/E2].,[E1]Salesforce[/E1] Tower opens at [E2]Chicago’s Wolf Point[/E2].
18,[E1]Salesforce[/E1] Tower opens at [E2]Chicago’s Wolf Point[/E2].,[ORG]Salesforce[/ORG] Tower opens at [GPE]Chicago’s Wolf Point[/GPE].,Salesforce,Chicago’s Wolf Point,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Salesforce[/E1] Tower opens at [E2]Chicago’s Wolf Point[/E2].,[E2]Chicago’s Wolf Point[/E2] located [E1]Salesforce[/E1].
19,"[E1]Ach-Ney[/E1] Kitchen are located at [E2]Wine Garage, TAKs center[/E2].","[ORG]Ach-Ney[/ORG] Kitchen are located at [GPE]Wine Garage, TAKs center[/GPE].",Ach-Ney,"Wine Garage, TAKs center",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Ach-Ney[/E1] Kitchen are located at [E2]Wine Garage, TAKs center[/E2].","[E1]Ach-Ney[/E1] Kitchen are located at [E2]Wine Garage, TAKs center[/E2]."
19,"[E1]Ach-Ney[/E1] Kitchen are located at [E2]Wine Garage, TAKs center[/E2].","[ORG]Ach-Ney[/ORG] Kitchen are located at [GPE]Wine Garage, TAKs center[/GPE].",Ach-Ney,"Wine Garage, TAKs center",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Ach-Ney[/E1] Kitchen are located at [E2]Wine Garage, TAKs center[/E2].","[E2]Wine Garage, TAKs center[/E2] located [E1]Ach-Ney[/E1]."
20,"[E1]Lion Business[/E1] Park is located at [E2]9th mile, Enugu, Igboland.[/E2]","[ORG]Lion Business[/ORG] Park is located at [GPE]9th mile, Enugu, Igboland.[/GPE]",Lion Business,"9th mile, Enugu, Igboland.",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Lion Business[/E1] Park is located at [E2]9th mile, Enugu, Igboland [/E2].","[E1]Lion Business[/E1] Park is located at [E2]9th mile, Enugu, Igboland [/E2]."
20,"[E1]Lion Business[/E1] Park is located at [E2]9th mile, Enugu, Igboland.[/E2]","[ORG]Lion Business[/ORG] Park is located at [GPE]9th mile, Enugu, Igboland.[/GPE]",Lion Business,"9th mile, Enugu, Igboland.",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Lion Business[/E1] Park is located at [E2]9th mile, Enugu, Igboland [/E2].","[E2]9th mile, Enugu, Igboland [/E2] located [E1]Lion Business[/E1]."
21,[E1]Ergo[/E1] store is located in the seaside city of [E2]Marseille[/E2].,[ORG]Ergo[/ORG] store is located in the seaside city of [GPE]Marseille[/GPE].,Ergo,Marseille,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Ergo[/E1] store is located in the seaside city of [E2]Marseille[/E2].,[E1]Ergo[/E1] store is located in the seaside city of [E2]Marseille[/E2].
21,[E1]Ergo[/E1] store is located in the seaside city of [E2]Marseille[/E2].,[ORG]Ergo[/ORG] store is located in the seaside city of [GPE]Marseille[/GPE].,Ergo,Marseille,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Ergo[/E1] store is located in the seaside city of [E2]Marseille[/E2].,[E2]Marseille[/E2] located [E1]Ergo[/E1].
22,"[E1]HUDA Nursery[/E1] is located at [E2]Nallagandla[/E2] ,  back side New D Mart.","[ORG]HUDA Nursery[/ORG] is located at [GPE]Nallagandla[/GPE] ,  back side New D Mart.",HUDA Nursery,Nallagandla,locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]HUDA Nursery[/E1] is located at [E2]Nallagandla[/E2] ,  back side New D Mart.","[E1]HUDA Nursery[/E1] is located at [E2]Nallagandla[/E2] ,  back side New D Mart."
22,"[E1]HUDA Nursery[/E1] is located at [E2]Nallagandla[/E2] ,  back side New D Mart.","[ORG]HUDA Nursery[/ORG] is located at [GPE]Nallagandla[/GPE] ,  back side New D Mart.",HUDA Nursery,Nallagandla,locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]HUDA Nursery[/E1] is located at [E2]Nallagandla[/E2] ,  back side New D Mart.","[E2]Nallagandla[/E2] located [E1]HUDA Nursery[/E1] ,  back side New D Mart."
23,"[E1]Radhey Enterprises[/E1] warehouse located at [E2]Reliance road, Galand[/E2] were sealed for illegal activities.","[ORG]Radhey Enterprises[/ORG] warehouse located at [GPE]Reliance road, Galand[/GPE] were sealed for illegal activities.",Radhey Enterprises,"Reliance road, Galand",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Radhey Enterprises[/E1] warehouse located at [E2]Reliance road, Galand[/E2] were sealed for illegal activities.","[E1]Radhey Enterprises[/E1] warehouse located at [E2]Reliance road, Galand[/E2] were sealed for illegal activities."
23,"[E1]Radhey Enterprises[/E1] warehouse located at [E2]Reliance road, Galand[/E2] were sealed for illegal activities.","[ORG]Radhey Enterprises[/ORG] warehouse located at [GPE]Reliance road, Galand[/GPE] were sealed for illegal activities.",Radhey Enterprises,"Reliance road, Galand",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Radhey Enterprises[/E1] warehouse located at [E2]Reliance road, Galand[/E2] were sealed for illegal activities.","[E2]Reliance road, Galand[/E2] located [E1]Radhey Enterprises[/E1] were sealed for illegal activities."
24,[E1]Amazon[/E1] office campus launched last month is located in 9.5 acres land in [E2]HITEC city[/E2].,[ORG]Amazon[/ORG] office campus launched last month is located in 9.5 acres land in [GPE]HITEC city[/GPE].,Amazon,HITEC city,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Amazon[/E1] office campus launched last month is located in 9.5 acres land in [E2]HITEC city[/E2].,[E1]Amazon[/E1] office campus launched last month is located in 9.5 acres land in [E2]HITEC city[/E2].
24,[E1]Amazon[/E1] office campus launched last month is located in 9.5 acres land in [E2]HITEC city[/E2].,[ORG]Amazon[/ORG] office campus launched last month is located in 9.5 acres land in [GPE]HITEC city[/GPE].,Amazon,HITEC city,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Amazon[/E1] office campus launched last month is located in 9.5 acres land in [E2]HITEC city[/E2].,[E2]HITEC city[/E2] located [E1]Amazon[/E1].
25,"[E1]Altimus[/E1] development office located at [E2]worli, Mumbai[/E2] on former Siemens plot.","[ORG]Altimus[/ORG] development office located at [GPE]worli, Mumbai[/GPE] on former Siemens plot.",Altimus,"worli, Mumbai",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Altimus[/E1] development office located at [E2]worli, Mumbai[/E2] on former Siemens plot.","[E1]Altimus[/E1] development office located at [E2]worli, Mumbai[/E2] on former Siemens plot."
25,"[E1]Altimus[/E1] development office located at [E2]worli, Mumbai[/E2] on former Siemens plot.","[ORG]Altimus[/ORG] development office located at [GPE]worli, Mumbai[/GPE] on former Siemens plot.",Altimus,"worli, Mumbai",locatedAt,"['ORG', 'GPE']",Admin.txt,1,"[E1]Altimus[/E1] development office located at [E2]worli, Mumbai[/E2] on former Siemens plot.","[E2]worli, Mumbai[/E2] located [E1]Altimus[/E1] on former Siemens plot."
26,[E1]Tesla[/E1] office is located at the Richmond Circle Junction opposite [E2]Bangalore Club[/E2].,[ORG]Tesla[/ORG] office is located at the Richmond Circle Junction opposite [GPE]Bangalore Club[/GPE].,Tesla,Bangalore Club,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Tesla[/E1] office is located at the Richmond Circle Junction opposite [E2]Bangalore Club[/E2].,[E1]Tesla[/E1] office is located at the Richmond Circle Junction opposite [E2]Bangalore Club[/E2].
26,[E1]Tesla[/E1] office is located at the Richmond Circle Junction opposite [E2]Bangalore Club[/E2].,[ORG]Tesla[/ORG] office is located at the Richmond Circle Junction opposite [GPE]Bangalore Club[/GPE].,Tesla,Bangalore Club,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Tesla[/E1] office is located at the Richmond Circle Junction opposite [E2]Bangalore Club[/E2].,[E2]Bangalore Club[/E2] located [E1]Tesla[/E1].
27,[E1]Stustman army[/E1] recruiting office located in the [E2]Porter[/E2] area is open for business.,[ORG]Stustman army[/ORG] recruiting office located in the [GPE]Porter[/GPE] area is open for business.,Stustman army,Porter,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Stustman army[/E1] recruiting office located in the [E2]Porter[/E2] area is open for business.,[E1]Stustman army[/E1] recruiting office located in the [E2]Porter[/E2] area is open for business.
27,[E1]Stustman army[/E1] recruiting office located in the [E2]Porter[/E2] area is open for business.,[ORG]Stustman army[/ORG] recruiting office located in the [GPE]Porter[/GPE] area is open for business.,Stustman army,Porter,locatedAt,"['ORG', 'GPE']",Admin.txt,1,[E1]Stustman army[/E1] recruiting office located in the [E2]Porter[/E2] area is open for business.,[E2]Porter[/E2] located [E1]Stustman army[/E1] area is open for business.
